"","region","country","indicator","input","date"
"72","Africa","Senegal","Ratification of the UN Convention against Torture","Yes",1986
"73","Africa","Seychelles","Ratification of the UN Convention against Torture","Yes",1992
"74","Africa","Sierra Leone","Ratification of the UN Convention against Torture","Yes",2001
"75","Africa","Somalia","Ratification of the UN Convention against Torture","Yes",1990
"76","Africa","South Sudan","Ratification of the UN Convention against Torture","Yes",2015
"77","Africa","Sudan","Ratification of the UN Convention against Torture","Yes",2021
"78","Africa","Swaziland","Ratification of the UN Convention against Torture","Yes",2004
"79","Africa","Uganda","Ratification of the UN Convention against Torture","Yes",1986
"80","Africa","United Republic of Tanzania","Ratification of the UN Convention against Torture","No",NA
"81","Africa","Zambia","Ratification of the UN Convention against Torture","Yes",1998
"82","Africa","Zimbabwe","Ratification of the UN Convention against Torture","No",NA
"83","Africa","Mauritius","Ratification of the UN Convention against Torture","Yes",1992
"84","Africa","South Africa","Ratification of the UN Convention against Torture","Yes",2001
"85","Africa","Togo","Ratification of the UN Convention against Torture","Yes",1987
"86","Europe","Albania","Ratification of the UN Convention against Torture","Yes",1994
"87","Europe","Andorra","Ratification of the UN Convention against Torture","Yes",2006
"88","Europe","Austria","Ratification of the UN Convention against Torture","Yes",1987
"89","Europe","Armenia","Ratification of the UN Convention against Torture","Yes",1993
