"","region","country","indicator","input","date"
"375","Asia-Pacific","New Zealand","Ratification of Optional Protocol (OPCAT)","Yes",2007
"376","Asia-Pacific","Niue","Ratification of Optional Protocol (OPCAT)","No",NA
"377","Asia-Pacific","Palau","Ratification of Optional Protocol (OPCAT)","No",NA
"378","Asia-Pacific","Papua New Guinea","Ratification of Optional Protocol (OPCAT)","No",NA
"379","Asia-Pacific","Pakistan","Ratification of Optional Protocol (OPCAT)","No",NA
"380","Asia-Pacific","Philippines","Ratification of Optional Protocol (OPCAT)","Yes",2012
"381","Asia-Pacific","Republic of Korea","Ratification of Optional Protocol (OPCAT)","No",NA
"382","Asia-Pacific","Samoa","Ratification of Optional Protocol (OPCAT)","No",NA
"383","Asia-Pacific","Solomon Islands","Ratification of Optional Protocol (OPCAT)","No",NA
"384","Asia-Pacific","Singapore","Ratification of Optional Protocol (OPCAT)","No",NA
"385","Asia-Pacific","Sri Lanka","Ratification of Optional Protocol (OPCAT)","Yes",2017
"386","Asia-Pacific","Tajikistan","Ratification of Optional Protocol (OPCAT)","No",NA
"387","Asia-Pacific","Thailand","Ratification of Optional Protocol (OPCAT)","No",NA
"388","Asia-Pacific","Timor-Leste","Ratification of Optional Protocol (OPCAT)","No",NA
"389","Asia-Pacific","Tonga","Ratification of Optional Protocol (OPCAT)","No",NA
"390","Asia-Pacific","Turkmenistan","Ratification of Optional Protocol (OPCAT)","No",NA
"391","Asia-Pacific","Tuvalu","Ratification of Optional Protocol (OPCAT)","No",NA
"392","Asia-Pacific","Uzbekistan","Ratification of Optional Protocol (OPCAT)","No",NA
"393","Asia-Pacific","Vanuatu","Ratification of Optional Protocol (OPCAT)","No",NA
"394","Asia-Pacific","Viet Nam","Ratification of Optional Protocol (OPCAT)","No",NA
"395","Americas","Antigua and Barbuda","Submission of initial report to CAT","No",NA
"396","Americas","Argentina","Submission of initial report to CAT","Yes",1992
"397","Americas","Bahamas","Submission of initial report to CAT","No",NA
"398","Americas","Barbados","Submission of initial report to CAT","No",NA
"399","Americas","Belize","Submission of initial report to CAT","No",NA
"400","Americas","Bolivia","Submission of initial report to CAT","Yes",1992
"401","Americas","Brazil","Submission of initial report to CAT","Yes",2000
"402","Americas","Canada","Submission of initial report to CAT","Yes",1989
"403","Americas","Chile","Submission of initial report to CAT","Yes",1992
"404","Americas","Colombia","Submission of initial report to CAT","Yes",1995
"405","Americas","Costa Rica","Submission of initial report to CAT","Yes",2000
"406","Americas","Cuba","Submission of initial report to CAT","Yes",1996
"407","Americas","Dominica","Submission of initial report to CAT","No",NA
"408","Americas","Dominican Republic","Submission of initial report to CAT","No",NA
"409","Americas","Ecuador","Submission of initial report to CAT","Yes",1993
"410","Americas","El Salvador","Submission of initial report to CAT","Yes",1999
"411","Americas","Grenada","Submission of initial report to CAT","No",NA
"412","Americas","Guatemala","Submission of initial report to CAT","Yes",1994
"413","Americas","Guyana","Submission of initial report to CAT","Yes",1989
"414","Americas","Haiti","Submission of initial report to CAT","No",NA
"415","Americas","Honduras","Submission of initial report to CAT","Yes",2008
"416","Americas","Jamaica","Submission of initial report to CAT","No",NA
"417","Americas","Mexico","Submission of initial report to CAT","Yes",1992
"418","Americas","Nicaragua","Submission of initial report to CAT","Yes",2007
"419","Americas","Panama","Submission of initial report to CAT","Yes",1992
"420","Americas","Paraguay","Submission of initial report to CAT","Yes",1993
"421","Americas","Peru","Submission of initial report to CAT","Yes",2004
"422","Americas","Saint Kitts and Nevis","Submission of initial report to CAT","No",NA
"423","Americas","Saint Lucia","Submission of initial report to CAT","No",NA
"424","Americas","Saint Vincent and the Grenadines","Submission of initial report to CAT","No",NA
"425","Americas","Suriname","Submission of initial report to CAT","No",NA
"426","Americas","Trinidad and Tobago","Submission of initial report to CAT","No",NA
"427","Americas","United States","Submission of initial report to CAT","Yes",1999
"428","Americas","Uruguay","Submission of initial report to CAT","Yes",1996
"429","Americas","Venezuela","Submission of initial report to CAT","Yes",1999
"430","Africa","Algeria","Submission of initial report to CAT","Yes",1996
"431","Africa","Angola","Submission of initial report to CAT","Yes",2024
"432","Africa","Benin","Submission of initial report to CAT","Yes",1996
"433","Africa","Botswana","Submission of initial report to CAT","Yes",2022
"434","Africa","Burkina Faso","Submission of initial report to CAT","Yes",2012
"435","Africa","Burundi","Submission of initial report to CAT","Yes",2005
"436","Africa","Cabo Verde","Submission of initial report to CAT","Yes",2017
"437","Africa","Cameroon","Submission of initial report to CAT","Yes",1999
"438","Africa","Central African Republic","Submission of initial report to CAT","No",NA
"439","Africa","Chad","Submission of initial report to CAT","Yes",2008
"440","Africa","Comoros","Submission of initial report to CAT","No",NA
"441","Africa","Congo","Submission of initial report to CAT","Yes",2014
"442","Africa","Cote d'Ivoire","Submission of initial report to CAT","Yes",2024
"443","Africa","Democratic Republic of the Congo","Submission of initial report to CAT","Yes",2005
"444","Africa","Djibouti","Submission of initial report to CAT","Yes",2010
"445","Africa","Equatorial Guinea","Submission of initial report to CAT","No",NA
"446","Africa","Eritrea","Submission of initial report to CAT","No",NA
"447","Africa","Ethiopia","Submission of initial report to CAT","Yes",2009
"448","Africa","Gabon","Submission of initial report to CAT","Yes",2011
"449","Africa","Gambia","Submission of initial report to CAT","No",NA
"450","Africa","Ghana","Submission of initial report to CAT","Yes",2009
"451","Africa","Guinea","Submission of initial report to CAT","Yes",2014
"452","Africa","Guinea-Bissau","Submission of initial report to CAT","No",NA
"453","Africa","Kenya","Submission of initial report to CAT","Yes",2007
"454","Africa","Lesotho","Submission of initial report to CAT","No",NA
"455","Africa","Liberia","Submission of initial report to CAT","No",NA
"456","Africa","Madagascar","Submission of initial report to CAT","Yes",2010
"457","Africa","Malawi","Submission of initial report to CAT","No",NA
"458","Africa","Mali","Submission of initial report to CAT","No",NA
"459","Africa","Mauritania","Submission of initial report to CAT","Yes",2011
"460","Africa","Mozambique","Submission of initial report to CAT","Yes",2011
"461","Africa","Namibia","Submission of initial report to CAT","Yes",1996
"462","Africa","Niger","Submission of initial report to CAT","Yes",2018
"463","Africa","Nigeria","Submission of initial report to CAT","No",NA
"464","Africa","Rwanda","Submission of initial report to CAT","Yes",2011
"465","Africa","Sao Tome and Principe","Submission of initial report to CAT","No",NA
"466","Africa","Senegal","Submission of initial report to CAT","Yes",1995
"467","Africa","Seychelles","Submission of initial report to CAT","Yes",2018
"468","Africa","Sierra Leone","Submission of initial report to CAT","Yes",2013
"469","Africa","Somalia","Submission of initial report to CAT","No",NA
"470","Africa","South Sudan","Submission of initial report to CAT","No",NA
"471","Africa","Sudan","Submission of initial report to CAT","No",NA
"472","Africa","Swaziland","Submission of initial report to CAT","No",NA
"473","Africa","Uganda","Submission of initial report to CAT","Yes",2004
"474","Africa","United Republic of Tanzania","Submission of initial report to CAT","No",NA
"475","Africa","Zambia","Submission of initial report to CAT","Yes",2000
"476","Africa","Zimbabwe","Submission of initial report to CAT","No",NA
"477","Africa","Mauritius","Submission of initial report to CAT","Yes",1995
"478","Africa","South Africa","Submission of initial report to CAT","Yes",2005
"479","Africa","Togo","Submission of initial report to CAT","Yes",2005
"480","Europe","Albania","Submission of initial report to CAT","Yes",2003
"481","Europe","Andorra","Submission of initial report to CAT","Yes",2012
"482","Europe","Austria","Submission of initial report to CAT","Yes",1998
"483","Europe","Armenia","Submission of initial report to CAT","Yes",1996
"484","Europe","Belarus","Submission of initial report to CAT","Yes",1993
"485","Europe","Belgium","Submission of initial report to CAT","Yes",2001
"486","Europe","Bosnia and Herzegovina","Submission of initial report to CAT","Yes",2004
"487","Europe","Bulgaria","Submission of initial report to CAT","Yes",1998
"488","Europe","Croatia","Submission of initial report to CAT","Yes",1996
"489","Europe","Cyprus","Submission of initial report to CAT","Yes",1993
"490","Europe","France","Submission of initial report to CAT","Yes",1996
"491","Europe","Czech Republic","Submission of initial report to CAT","Yes",1994
"492","Europe","Denmark","Submission of initial report to CAT","Yes",1992
"493","Europe","Estonia","Submission of initial report to CAT","Yes",2001
"494","Europe","Finland","Submission of initial report to CAT","Yes",1996
"495","Europe","Georgia","Submission of initial report to CAT","Yes",1996
"496","Europe","Germany","Submission of initial report to CAT","Yes",1996
"497","Europe","Greece","Submission of initial report to CAT","Yes",1993
"498","Europe","Holy See","Submission of initial report to CAT","Yes",2012
"499","Europe","Hungary","Submission of initial report to CAT","Yes",1993
"500","Europe","Iceland","Submission of initial report to CAT","Yes",1998
"501","Europe","Italy","Submission of initial report to CAT","Yes",1998
"502","Europe","Ireland","Submission of initial report to CAT","Yes",2009
"503","Europe","Latvia","Submission of initial report to CAT","Yes",2002
"504","Europe","Liechtenstein","Submission of initial report to CAT","Yes",1994
"505","Europe","Lithuania","Submission of initial report to CAT","Yes",2002
"506","Europe","Luxembourg","Submission of initial report to CAT","Yes",1998
"507","Europe","North Macedonia","Submission of initial report to CAT","Yes",1998
"508","Europe","Romania","Submission of initial report to CAT","Yes",2019
"509","Europe","San Marino","Submission of initial report to CAT","No",NA
"510","Europe","Serbia","Submission of initial report to CAT","Yes",1998
"511","Europe","Slovakia","Submission of initial report to CAT","Yes",2000
"512","Europe","Slovenia","Submission of initial report to CAT","Yes",1999
"513","Europe","Spain","Submission of initial report to CAT","Yes",1992
"514","Europe","Sweden","Submission of initial report to CAT","Yes",1992
"515","Europe","Switzerland","Submission of initial report to CAT","Yes",1989
"516","Europe","United Kingdom","Submission of initial report to CAT","Yes",1989
"517","Europe","Malta","Submission of initial report to CAT","Yes",1996
"518","Europe","Monaco","Submission of initial report to CAT","Yes",1994
"519","Europe","Montenegro","Submission of initial report to CAT","Yes",2006
"520","Europe","Netherlands","Submission of initial report to CAT","Yes",1990
"521","Europe","Norway","Submission of initial report to CAT","Yes",1992
"522","Europe","Poland","Submission of initial report to CAT","Yes",1993
"523","Europe","Portugal","Submission of initial report to CAT","Yes",1993
"524","Europe","Republic of Moldova","Submission of initial report to CAT","Yes",2001
"525","Europe","Russia","Submission of initial report to CAT","Yes",1988
"526","Europe","Turkey","Submission of initial report to CAT","Yes",2001
"527","Europe","Ukraine","Submission of initial report to CAT","Yes",1990
"528","Middle East","Bahrain","Submission of initial report to CAT","Yes",2004
"529","Middle East","Egypt","Submission of initial report to CAT","Yes",1993
"530","Middle East","Iran","Submission of initial report to CAT","No",NA
"531","Middle East","Iraq","Submission of initial report to CAT","Yes",2014
"532","Middle East","Israel","Submission of initial report to CAT","Yes",1994
"533","Middle East","Jordan","Submission of initial report to CAT","Yes",1994
"534","Middle East","Kuwait","Submission of initial report to CAT","Yes",1997
"535","Middle East","Lebanon","Submission of initial report to CAT","Yes",2016
"536","Middle East","Libya","Submission of initial report to CAT","Yes",1992
"537","Middle East","Morocco","Submission of initial report to CAT","Yes",1992
"538","Middle East","State of Palestine","Submission of initial report to CAT","Yes",2019
"539","Middle East","Oman","Submission of initial report to CAT","No",NA
"540","Middle East","Qatar","Submission of initial report to CAT","Yes",2005
"541","Middle East","Saudi Arabia","Submission of initial report to CAT","Yes",2001
"542","Middle East","Syria","Submission of initial report to CAT","Yes",2001
"543","Middle East","Tunisia","Submission of initial report to CAT","Yes",1997
"544","Middle East","United Arab Emirates","Submission of initial report to CAT","Yes",2018
"545","Middle East","Yemen","Submission of initial report to CAT","Yes",2002
"546","Asia-Pacific","Afghanistan","Submission of initial report to CAT","Yes",1993
"547","Asia-Pacific","Australia","Submission of initial report to CAT","Yes",2000
"548","Asia-Pacific","Azerbaijan","Submission of initial report to CAT","Yes",1998
"549","Asia-Pacific","Bangladesh","Submission of initial report to CAT","Yes",2019
"550","Asia-Pacific","Bhutan","Submission of initial report to CAT","No",NA
"551","Asia-Pacific","Brunei Darussalam","Submission of initial report to CAT","No",NA
"552","Asia-Pacific","Cambodia","Submission of initial report to CAT","Yes",2002
"553","Asia-Pacific","China","Submission of initial report to CAT","Yes",1989
"554","Asia-Pacific","Cook Islands","Submission of initial report to CAT","No",NA
"555","Asia-Pacific","Fiji","Submission of initial report to CAT","No",NA
"556","Asia-Pacific","Democratic People's Republic of Korea","Submission of initial report to CAT","No",NA
"557","Asia-Pacific","India","Submission of initial report to CAT","No",NA
"558","Asia-Pacific","Indonesia","Submission of initial report to CAT","Yes",2001
"559","Asia-Pacific","Japan","Submission of initial report to CAT","Yes",2005
"560","Asia-Pacific","Kazakhstan","Submission of initial report to CAT","Yes",2000
"561","Asia-Pacific","Kiribati","Submission of initial report to CAT","Yes",2023
"562","Asia-Pacific","Kyrgyzstan","Submission of initial report to CAT","Yes",1999
"563","Asia-Pacific","Lao People's Democratic Republic","Submission of initial report to CAT","No",NA
"564","Asia-Pacific","Marshall Islands","Submission of initial report to CAT","No",NA
"565","Asia-Pacific","Malaysia","Submission of initial report to CAT","No",NA
"566","Asia-Pacific","Maldives","Submission of initial report to CAT","Yes",2017
"567","Asia-Pacific","Micronesia","Submission of initial report to CAT","No",NA
"568","Asia-Pacific","Mongolia","Submission of initial report to CAT","Yes",2015
"569","Asia-Pacific","Myanmar","Submission of initial report to CAT","No",NA
"570","Asia-Pacific","Nauru","Submission of initial report to CAT","No",NA
"571","Asia-Pacific","Nepal","Submission of initial report to CAT","Yes",1993
"572","Asia-Pacific","New Zealand","Submission of initial report to CAT","Yes",1992
"573","Asia-Pacific","Niue","Submission of initial report to CAT","No",NA
"574","Asia-Pacific","Palau","Submission of initial report to CAT","No",NA
"575","Asia-Pacific","Papua New Guinea","Submission of initial report to CAT","No",NA
"576","Asia-Pacific","Pakistan","Submission of initial report to CAT","Yes",2016
"577","Asia-Pacific","Philippines","Submission of initial report to CAT","Yes",2008
"578","Asia-Pacific","Republic of Korea","Submission of initial report to CAT","Yes",1996
"579","Asia-Pacific","Samoa","Submission of initial report to CAT","No",NA
"580","Asia-Pacific","Solomon Islands","Submission of initial report to CAT","No",NA
"581","Asia-Pacific","Singapore","Submission of initial report to CAT","No",NA
"582","Asia-Pacific","Sri Lanka","Submission of initial report to CAT","Yes",1997
"583","Asia-Pacific","Tajikistan","Submission of initial report to CAT","Yes",2005
"584","Asia-Pacific","Thailand","Submission of initial report to CAT","Yes",2013
"585","Asia-Pacific","Timor-Leste","Submission of initial report to CAT","Yes",2013
"586","Asia-Pacific","Tonga","Submission of initial report to CAT","No",NA
"587","Asia-Pacific","Turkmenistan","Submission of initial report to CAT","Yes",2010
"588","Asia-Pacific","Tuvalu","Submission of initial report to CAT","No",NA
"589","Asia-Pacific","Uzbekistan","Submission of initial report to CAT","Yes",1999
"590","Asia-Pacific","Vanuatu","Submission of initial report to CAT","No",NA
"591","Asia-Pacific","Viet Nam","Submission of initial report to CAT","Yes",2017
"592","Americas","Antigua and Barbuda","Prohibition of torture in the constitution","Yes",1984
"593","Americas","Argentina","Prohibition of torture in the constitution","Yes",1984
"594","Americas","Bahamas","Prohibition of torture in the constitution","Yes",1984
"595","Americas","Barbados","Prohibition of torture in the constitution","Yes",2007
"596","Americas","Belize","Prohibition of torture in the constitution","Yes",2011
"597","Americas","Bolivia","Prohibition of torture in the constitution","Yes",2009
"598","Americas","Brazil","Prohibition of torture in the constitution","Yes",1988
"599","Americas","Canada","Prohibition of torture in the constitution","Yes",2001
"600","Americas","Chile","Prohibition of torture in the constitution","Yes",2023
"601","Americas","Colombia","Prohibition of torture in the constitution","Yes",1995
"602","Americas","Costa Rica","Prohibition of torture in the constitution","Yes",2022
"603","Americas","Cuba","Prohibition of torture in the constitution","Yes",2019
"604","Americas","Dominica","Prohibition of torture in the constitution","Yes",1991
"605","Americas","Dominican Republic","Prohibition of torture in the constitution","Yes",2015
"606","Americas","Ecuador","Prohibition of torture in the constitution","Yes",2008
"607","Americas","El Salvador","Prohibition of torture in the constitution","Yes",2003
"608","Americas","Grenada","Prohibition of torture in the constitution","Yes",1991
"609","Americas","Guatemala","Prohibition of torture in the constitution","Yes",1985
"610","Americas","Guyana","Prohibition of torture in the constitution","Yes",1984
"611","Americas","Haiti","Prohibition of torture in the constitution","Yes",1987
"612","Americas","Honduras","Prohibition of torture in the constitution","Yes",1984
"613","Americas","Jamaica","Prohibition of torture in the constitution","Yes",2011
"614","Americas","Mexico","Prohibition of torture in the constitution","Yes",2008
"615","Americas","Nicaragua","Prohibition of torture in the constitution","Yes",1987
"616","Americas","Panama","Prohibition of torture in the constitution","No",NA
"617","Americas","Paraguay","Prohibition of torture in the constitution","Yes",1992
"618","Americas","Peru","Prohibition of torture in the constitution","Yes",1993
"619","Americas","Saint Kitts and Nevis","Prohibition of torture in the constitution","Yes",1984
"620","Americas","Saint Lucia","Prohibition of torture in the constitution","Yes",1984
"621","Americas","Saint Vincent and the Grenadines","Prohibition of torture in the constitution","Yes",1984
"622","Americas","Suriname","Prohibition of torture in the constitution","Yes",1987
"623","Americas","Trinidad and Tobago","Prohibition of torture in the constitution","Yes",2007
"624","Americas","United States","Prohibition of torture in the constitution","No",NA
"625","Americas","Uruguay","Prohibition of torture in the constitution","No",NA
"626","Americas","Venezuela","Prohibition of torture in the constitution","Yes",1999
"627","Africa","Algeria","Prohibition of torture in the constitution","Yes",2020
"628","Africa","Angola","Prohibition of torture in the constitution","Yes",2010
"629","Africa","Benin","Prohibition of torture in the constitution","Yes",1990
"630","Africa","Botswana","Prohibition of torture in the constitution","Yes",1996
"631","Africa","Burkina Faso","Prohibition of torture in the constitution","Yes",1991
"632","Africa","Burundi","Prohibition of torture in the constitution","Yes",2018
"633","Africa","Cabo Verde","Prohibition of torture in the constitution","Yes",1992
"634","Africa","Cameroon","Prohibition of torture in the constitution","Yes",1972
"635","Africa","Central African Republic","Prohibition of torture in the constitution","Yes",2016
"636","Africa","Chad","Prohibition of torture in the constitution","Yes",2018
"637","Africa","Comoros","Prohibition of torture in the constitution","Yes",2018
"638","Africa","Congo","Prohibition of torture in the constitution","Yes",2015
"639","Africa","Cote d'Ivoire","Prohibition of torture in the constitution","Yes",2016
"640","Africa","Democratic Republic of the Congo","Prohibition of torture in the constitution","Yes",2011
"641","Africa","Djibouti","Prohibition of torture in the constitution","Yes",1992
"642","Africa","Equatorial Guinea","Prohibition of torture in the constitution","No",NA
"643","Africa","Eritrea","Prohibition of torture in the constitution","Yes",1997
"644","Africa","Ethiopia","Prohibition of torture in the constitution","Yes",1994
"645","Africa","Gabon","Prohibition of torture in the constitution","Yes",1991
"646","Africa","Gambia","Prohibition of torture in the constitution","Yes",1996
"647","Africa","Ghana","Prohibition of torture in the constitution","Yes",1996
"648","Africa","Guinea","Prohibition of torture in the constitution","Yes",2010
"649","Africa","Guinea-Bissau","Prohibition of torture in the constitution","Yes",1996
"650","Africa","Kenya","Prohibition of torture in the constitution","Yes",2010
"651","Africa","Lesotho","Prohibition of torture in the constitution","Yes",1993
"652","Africa","Liberia","Prohibition of torture in the constitution","Yes",1986
"653","Africa","Madagascar","Prohibition of torture in the constitution","Yes",2010
"654","Africa","Malawi","Prohibition of torture in the constitution","Yes",1994
"655","Africa","Mali","Prohibition of torture in the constitution","Yes",1992
"656","Africa","Mauritania","Prohibition of torture in the constitution","Yes",2012
"657","Africa","Mozambique","Prohibition of torture in the constitution","Yes",2004
"658","Africa","Namibia","Prohibition of torture in the constitution","Yes",1990
"659","Africa","Niger","Prohibition of torture in the constitution","Yes",2010
"660","Africa","Nigeria","Prohibition of torture in the constitution","Yes",1999
"661","Africa","Rwanda","Prohibition of torture in the constitution","Yes",2003
"662","Africa","Sao Tome and Principe","Prohibition of torture in the constitution","Yes",2003
"663","Africa","Senegal","Prohibition of torture in the constitution","Yes",2016
"664","Africa","Seychelles","Prohibition of torture in the constitution","Yes",2017
"665","Africa","Sierra Leone","Prohibition of torture in the constitution","Yes",2013
"666","Africa","Somalia","Prohibition of torture in the constitution","Yes",2012
"667","Africa","South Sudan","Prohibition of torture in the constitution","Yes",2013
"668","Africa","Sudan","Prohibition of torture in the constitution","Yes",2019
"669","Africa","Swaziland","Prohibition of torture in the constitution","Yes",2005
"670","Africa","Uganda","Prohibition of torture in the constitution","Yes",1995
"671","Africa","United Republic of Tanzania","Prohibition of torture in the constitution","Yes",2005
"672","Africa","Zambia","Prohibition of torture in the constitution","Yes",2016
"673","Africa","Zimbabwe","Prohibition of torture in the constitution","Yes",2017
"674","Africa","Mauritius","Prohibition of torture in the constitution","Yes",1984
"675","Africa","South Africa","Prohibition of torture in the constitution","Yes",1996
"676","Africa","Togo","Prohibition of torture in the constitution","Yes",2007
"677","Europe","Albania","Prohibition of torture in the constitution","Yes",1998
"678","Europe","Andorra","Prohibition of torture in the constitution","Yes",1993
"679","Europe","Austria","Prohibition of torture in the constitution","No",NA
"680","Europe","Armenia","Prohibition of torture in the constitution","Yes",1995
"681","Europe","Belarus","Prohibition of torture in the constitution","Yes",2004
"682","Europe","Belgium","Prohibition of torture in the constitution","No",NA
"683","Europe","Bosnia and Herzegovina","Prohibition of torture in the constitution","Yes",2003
"684","Europe","Bulgaria","Prohibition of torture in the constitution","Yes",1991
"685","Europe","Croatia","Prohibition of torture in the constitution","Yes",1991
"686","Europe","Cyprus","Prohibition of torture in the constitution","Yes",1984
"687","Europe","France","Prohibition of torture in the constitution","No",NA
"688","Europe","Czech Republic","Prohibition of torture in the constitution","Yes",1993
"689","Europe","Denmark","Prohibition of torture in the constitution","No",NA
"690","Europe","Estonia","Prohibition of torture in the constitution","Yes",1992
"691","Europe","Finland","Prohibition of torture in the constitution","Yes",1999
"692","Europe","Georgia","Prohibition of torture in the constitution","Yes",1995
"693","Europe","Germany","Prohibition of torture in the constitution","Yes",1984
"694","Europe","Greece","Prohibition of torture in the constitution","Yes",1984
"695","Europe","Holy See","Prohibition of torture in the constitution","No",NA
"696","Europe","Hungary","Prohibition of torture in the constitution","Yes",2011
"697","Europe","Iceland","Prohibition of torture in the constitution","Yes",1991
"698","Europe","Italy","Prohibition of torture in the constitution","Yes",1984
"699","Europe","Ireland","Prohibition of torture in the constitution","No",NA
"700","Europe","Latvia","Prohibition of torture in the constitution","Yes",1984
"701","Europe","Liechtenstein","Prohibition of torture in the constitution","Yes",1984
"702","Europe","Lithuania","Prohibition of torture in the constitution","Yes",1992
"703","Europe","Luxembourg","Prohibition of torture in the constitution","No",NA
"704","Europe","North Macedonia","Prohibition of torture in the constitution","Yes",1991
"705","Europe","Romania","Prohibition of torture in the constitution","Yes",1991
"706","Europe","San Marino","Prohibition of torture in the constitution","No",NA
"707","Europe","Serbia","Prohibition of torture in the constitution","Yes",2006
"708","Europe","Slovakia","Prohibition of torture in the constitution","Yes",1992
"709","Europe","Slovenia","Prohibition of torture in the constitution","Yes",1991
"710","Europe","Spain","Prohibition of torture in the constitution","Yes",2011
"711","Europe","Sweden","Prohibition of torture in the constitution","Yes",1984
"712","Europe","Switzerland","Prohibition of torture in the constitution","Yes",1999
"713","Europe","United Kingdom","Prohibition of torture in the constitution","Yes",1998
"714","Europe","Malta","Prohibition of torture in the constitution","No",NA
"715","Europe","Monaco","Prohibition of torture in the constitution","Yes",2002
"716","Europe","Montenegro","Prohibition of torture in the constitution","Yes",2007
"717","Europe","Netherlands","Prohibition of torture in the constitution","No",NA
"718","Europe","Norway","Prohibition of torture in the constitution","Yes",2016
"719","Europe","Poland","Prohibition of torture in the constitution","Yes",1997
"720","Europe","Portugal","Prohibition of torture in the constitution","Yes",1984
"721","Europe","Republic of Moldova","Prohibition of torture in the constitution","Yes",1994
"722","Europe","Russia","Prohibition of torture in the constitution","Yes",1993
"723","Europe","Turkey","Prohibition of torture in the constitution","Yes",1984
"724","Europe","Ukraine","Prohibition of torture in the constitution","Yes",1996
"725","Middle East","Bahrain","Prohibition of torture in the constitution","Yes",2002
"726","Middle East","Egypt","Prohibition of torture in the constitution","Yes",2014
"727","Middle East","Iran","Prohibition of torture in the constitution","Yes",1984
"728","Middle East","Iraq","Prohibition of torture in the constitution","Yes",2005
"729","Middle East","Israel","Prohibition of torture in the constitution","Yes",1994
"730","Middle East","Jordan","Prohibition of torture in the constitution","Yes",2011
"731","Middle East","Kuwait","Prohibition of torture in the constitution","Yes",2012
"732","Middle East","Lebanon","Prohibition of torture in the constitution","No",NA
"733","Middle East","Libya","Prohibition of torture in the constitution","Yes",2011
"734","Middle East","Morocco","Prohibition of torture in the constitution","Yes",2011
"735","Middle East","State of Palestine","Prohibition of torture in the constitution","Yes",2003
"736","Middle East","Oman","Prohibition of torture in the constitution","Yes",1996
"737","Middle East","Qatar","Prohibition of torture in the constitution","Yes",2003
"738","Middle East","Saudi Arabia","Prohibition of torture in the constitution","No",NA
"739","Middle East","Syria","Prohibition of torture in the constitution","Yes",2012
"740","Middle East","Tunisia","Prohibition of torture in the constitution","Yes",2014
"741","Middle East","United Arab Emirates","Prohibition of torture in the constitution","Yes",1996
"742","Middle East","Yemen","Prohibition of torture in the constitution","Yes",2015
"743","Asia-Pacific","Afghanistan","Prohibition of torture in the constitution","Yes",2004
"744","Asia-Pacific","Australia","Prohibition of torture in the constitution","No",NA
"745","Asia-Pacific","Azerbaijan","Prohibition of torture in the constitution","Yes",1995
"746","Asia-Pacific","Bangladesh","Prohibition of torture in the constitution","Yes",1986
"747","Asia-Pacific","Bhutan","Prohibition of torture in the constitution","Yes",2008
"748","Asia-Pacific","Brunei Darussalam","Prohibition of torture in the constitution","No",NA
"749","Asia-Pacific","Cambodia","Prohibition of torture in the constitution","Yes",1993
"750","Asia-Pacific","China","Prohibition of torture in the constitution","No",NA
"751","Asia-Pacific","Cook Islands","Prohibition of torture in the constitution","No",NA
"752","Asia-Pacific","Fiji","Prohibition of torture in the constitution","Yes",2013
"753","Asia-Pacific","Democratic People's Republic of Korea","Prohibition of torture in the constitution","No",NA
"754","Asia-Pacific","India","Prohibition of torture in the constitution","No",NA
"755","Asia-Pacific","Indonesia","Prohibition of torture in the constitution","Yes",2000
"756","Asia-Pacific","Japan","Prohibition of torture in the constitution","Yes",1984
"757","Asia-Pacific","Kazakhstan","Prohibition of torture in the constitution","Yes",1995
"758","Asia-Pacific","Kiribati","Prohibition of torture in the constitution","Yes",1995
"759","Asia-Pacific","Kyrgyzstan","Prohibition of torture in the constitution","Yes",2010
"760","Asia-Pacific","Lao People's Democratic Republic","Prohibition of torture in the constitution","No",NA
"761","Asia-Pacific","Marshall Islands","Prohibition of torture in the constitution","Yes",1995
"762","Asia-Pacific","Malaysia","Prohibition of torture in the constitution","No",NA
"763","Asia-Pacific","Maldives","Prohibition of torture in the constitution","Yes",2008
"764","Asia-Pacific","Micronesia","Prohibition of torture in the constitution","No",NA
"765","Asia-Pacific","Mongolia","Prohibition of torture in the constitution","Yes",1992
"766","Asia-Pacific","Myanmar","Prohibition of torture in the constitution","No",NA
"767","Asia-Pacific","Nauru","Prohibition of torture in the constitution","Yes",2016
"768","Asia-Pacific","Nepal","Prohibition of torture in the constitution","Yes",2015
"769","Asia-Pacific","New Zealand","Prohibition of torture in the constitution","Yes",1984
"770","Asia-Pacific","Niue","Prohibition of torture in the constitution","No",NA
"771","Asia-Pacific","Palau","Prohibition of torture in the constitution","Yes",1992
"772","Asia-Pacific","Papua New Guinea","Prohibition of torture in the constitution","Yes",2013
"773","Asia-Pacific","Pakistan","Prohibition of torture in the constitution","Yes",2002
"774","Asia-Pacific","Philippines","Prohibition of torture in the constitution","Yes",1987
"775","Asia-Pacific","Republic of Korea","Prohibition of torture in the constitution","Yes",1987
"776","Asia-Pacific","Samoa","Prohibition of torture in the constitution","Yes",1984
"777","Asia-Pacific","Solomon Islands","Prohibition of torture in the constitution","Yes",2018
"778","Asia-Pacific","Singapore","Prohibition of torture in the constitution","No",NA
"779","Asia-Pacific","Sri Lanka","Prohibition of torture in the constitution","Yes",1984
"780","Asia-Pacific","Tajikistan","Prohibition of torture in the constitution","Yes",1994
"781","Asia-Pacific","Thailand","Prohibition of torture in the constitution","Yes",2017
"782","Asia-Pacific","Timor-Leste","Prohibition of torture in the constitution","Yes",1987
